news_id,category,subcategory,content
N40141,sports,baseball_mlb,ALCS Game 5: Yankees stay alive with win against Astros. 
N47648,finance,financenews,Hamilton County Commissioners vote to keep sales tax increase. 
N15100,sports,football_nfl,"Why Tom Brady Isn't Totally Innocent In Cameogate, Even If He Was Tricked. Here's what Cameogate comes down to: Did Tom Brady know either before during or after the production of Living with Yourself that his scene would feature him exiting a spa"
N13012,sports,football_ncaa,"'Cyclone Insider' Postgame Podcast: Iowa State 34, Texas Tech 24. Register reporters Tommy Birch and Randy Peterson recap Iowa State's win over Texas Tech."
N44114,foodanddrink,newstrends,Check out the 4 freshest new businesses to debut in Austin. Interested in exploring the newest businesses to open in Austin? Here's a list of the newest spots to debut recently in the city.
N38545,autos,autosownership,"12 Things to NEVER do While Driving. Most of these things are no-brainer mistakes that you should avoid while driving. Unfortunately, there's no shortage of apparently brainless drivers on our roads. Here are the things you should NEVER do while driving."
N38825,movies,movies-gallery,"50 Movies You Definitely Watched in the '90s and Forgot About. LOL, remember 'Flubber'?"
N8490,sports,football_nfl,"Five things to watch as the Chiefs face the Packers. The Sunday Night Football matchup was supposed to be between two elite NFL quarterbacks, but there is still plenty to watch for regardless."
N46898,sports,baseball_mlb,"Report: Mets, Beltran considering Terry Collins for role on coaching staff. As Beltran and the Mets work to build a coaching staff, former skipper Terry Collins appears to be in consideration for a role."
N28315,travel,travelarticle,"Mini cow breaks out of crate at Pittsburgh International Airport. A miniature cow broke out of its crate during a cargo transfer at Pittsburgh International Airport on Wednesday. The miniature cow was being transferred on a ramp when it broke free. Ground crews quickly and safely secured the animal. Airport operations were not affected. READ MORE:Mini cow breaks out of crate at Pittsburgh International Airport CHECK OUT WTAE:Stay in the know with the latest Pittsburgh news, weather and sports. Catch all of the..."
N4374,sports,football_nfl,Roger Bacon high school football running back Corey Kiner scores eight TDs in win over CHCA. The standout running back ran for a school-record 323 yards.
N60440,travel,travelnews,"Release of whales from notorious Russia 'whale jail' complete. After nearly five months, authorities have completed the release of all 97 orcas and beluga whales."
N55599,music,music-celebrity,Chrissy Teigen Gushes Over John Legend After He Misses His Flight to be With Her. Grab the tissues! This is a story straight out of a romantic comedy.
N60410,sports,mma,"Jorge Masvidal's coach reveals strategy against Nate Diaz, believes rematch would be just as one-sided. Jorge Masvidal's head coach Mike Brown details the strategy they put together against Nate Diaz, how it played out in the fight and his expectations that a rematch would likely end in similar fashion."
N40088,foodanddrink,recipes,"These super-comforting soups will keep you warm through winter. Soup appears in most cuisines and for good reason   it's full of goodness, inexpensive, versatile and filling. Soups can be chunky or smooth, broths are crystal clear or dark and rich, but they're always comforting. They're also a safe option for batch-cooking and freezing to then enjoy when the colder weather strikes or you've got no time to cook. Here are 28 of our favorites."
N35538,lifestyle,lifestylepetsanimals,"12 Warning Signs of Cancer in Dogs That Every Owner Should Know. Many cancer symptoms in dogs are subtle and can be caused by another condition, but if you notice any of the following potential dog cancer warning signs, it's a good idea to talk to your vet. The post 12 Warning Signs of Cancer in Dogs That Every Owner Should Know appeared first on Reader's Digest."
N34068,lifestyle,lifestylehomeandgarden,"Here's How Often You Should Replace Every Appliance in Your Home. Before you make a habit of rebuying those expensive electronics, find out what the average lifespan is for all of your major appliances."
N28683,sports,football_ncaa,Tulane's hopes of a national ranking get crushed at Memphis. 
N41483,foodanddrink,recipes,"Grandma's Secret Last-Minute Holiday Recipes. Grandma knows best especially when it comes to holiday cooking but that doesn't mean she never took shortcuts! When you're running low on time, reach for one of these quick, easy, grandma-approved recipes. The post Grandma's Secret Last-Minute Holiday Recipes appeared first on Taste of Home."
N56084,sports,football_nfl,Here Are Tom Brady's Receiving Options Vs. Jets On 'Monday Night Football'. The New England Patriots' game status and injury report drew some guffaws when it was posted Saturday afternoon. Here's an updated look: OUT RB Rex Burkhead foot WR Josh Gordon ankle/knee
N19020,sports,football_nfl,"Broncos podcast: Assessing blame for another last-second Denver loss as players sound off. Plus, injury updates from Lucas Oil Stadium and thoughts on potential for more Denver deals before the October 29 trade deadline."
N33358,news,newsus,Gov. Cuomo drops N-word in radio interview while talking about discrimination against Italian-Americans. Radio listeners were stunned Tuesday when Gov. Cuomo dropped the n-word during an on-air discussion about discrimination against Italian-Americans.
N41700,travel,traveltripideas,Richard Branson's Adults-Only Cruise Line Will Have On-Demand Champagne with the Shake of a Phone. Richard Branson's Adults-Only Cruise Champagne Delivery
N27412,video,animals,"Saved her bacon! 200kg piglet, called Twiglet, is rescued from a flat and put on a diet. A 200kg pig, called Twiglet, is rescued from a flat and put on a diet"
N64539,foodanddrink,restaurantsandnews,We tried the latest in Chipotle's quest to perfect its queso   and found the chain finally has a worthy menu item. We tried Chipotle's new queso blanco and thought it was far superior to the queso recipe currently being served at the chain.
N52904,autos,autoshybrids,"What's The Impact Of Tire Size On Tesla Vehicle Range?. Range is certainly affected, but not by as much as some might think."
N17015,lifestyle,lifestyleparenting,13 Things to Never Say to a Stepparent. Being a stepparent is hard enough without the insensitive comments from other people. Here's how to avoid making a tough situation worse. The post 13 Things to Never Say to a Stepparent appeared first on Reader's Digest.
N17580,sports,basketball_nba,"Lakers' Alex Caruso spawns Internet memes, but has real game. Caruso's career, as meme-able as it might be, is far from a joke"
N27808,news,newsus,"Police: Driver Was High On Heroin When He Hit 4 Vehicles, Caused Gas Leak In Berwyn. A pickup truck ran into four parked vehicles and also caused a gas leak in Berwyn on Wednesday, and police said its driver was high on heroin and unconscious at the time."
N24683,music,musicnews,Queen Latifah to receive Harvard black culture award. Music artist and actress Queen Latifah is among the honorees being recognized by Harvard University this year for their contributions to black history and culture.
N63255,lifestyle,lifestyleroyals,"The biggest royal news of 2019. Get caught up on the biggest news of the year concerning the royal families of Britain, Spain, Sweden, Japan and more."
N24863,news,newsus,"Investigation: JP President Mike Yenni's transition wasted taxpayer money, misused public funds. The six-figure transition expenses approved by Jefferson Parish President Mike Yenni are being criticized in a new investigative report released Wednesday by the Jefferson Parish Office of the Inspector General. In the 731-page report, Inspector General David McClintock questions $108,264 of $261,132.47 that McClintock says Yenni spent on unnecessary renovations and elaborate decor, following his 2015 election. To read the full report, click..."
N7332,finance,markets,"White House Zeroes In on Limit to Chinese Stocks in Pension Fund. (Bloomberg) -- The Trump administration is moving ahead with discussions around possible restrictions on capital flows into China, with a particular focus on investments made by U.S. government pension funds, people familiar with the internal deliberations said. The efforts are advancing even after American officials pushed back strongly against a Bloomberg News report late last month that a range of such limits was under review. Trump officials..."
N16545,movies,movies-celebrity,"Billy Connolly says his Parkinson's is the 'first thing I think about when I wake up' as he reveals how he is still adapting to life with the condition but says he could make a return to live stand-up. Billy Connolly, 76, was diagnosed with Parkinson's disease in 2013 and announced his retirement from live performing five years later."
N33737,finance,finance-savemoney,What Sweden's first Ikea looked like when it opened in 1958. The first Ikea store opened in Sweden in 1958. Here's what the chain's original stores looked like when they first opened.
N16451,news,newsworld,"33 eerie photos show just how polluted China's air has become. As winter approaches, China has ordered cities to cut emissions by 4%. These photos show why China is aggressively trying to cut down its pollution."
N23483,lifestyle,lifestylecelebstyle,What Your Favorite Celebrities Wore in the Glorious '80s. Still so chic.
N15259,sports,football_nfl,"Texans Face Critical Stretch Before Bye Week. Texans face Colts, Raiders, and Jaguars"
N14012,sports,football_nfl,Watch: Seahawks do NSYNC 'Bye Bye Bye' dance after touchdown. Football fans of a certain age will probably get a kick out of the Seahawks wide receivers unique way of celebrating Jaron Brown's touchdown catch.
N12892,news,newspolitics,"'You said what you said': Fox News' Chris Wallace rejects Mulvaney's attempt to walk back Ukraine comments. No, you totally said that, Chris Wallace said after Mick Mulvaney denied admitting there had been a ""quid pro quo"" in aid to Ukraine."
N52320,news,newsus,"UTSA reorganizing health and public policy programs into a new college. The University of Texas at San Antonio will combine departments from different colleges next fall and add a public health degree to launch its new College for Health, Community and Policy. ""It's essentially a beacon for students, to know this is a place that they can come pursue their interests in health-related careers from the get-go,"" the university provost, Kimberly Andrews Espy, said Monday. The University of Texas System regents in August..."
N51829,video,science,NASA's Webb Telescope to Reveal Milky Way's 'Hidden' Center. The Hubble Space Telescope's successor is finally closer to launch after more than 15 years of work. The James Webb Telescope was recently assembled as it gets ready to lift the veil on the Milky Way's crowded center.
N12941,sports,football_nfl,Indianapolis Colts Rookie Report: Bye Week Edition. 
N31290,video,news,Former Rep. John Conyers dies at age 90. Detroit police say the former congressman died of what appears to be natural causes at his home on Sunday.
N11782,foodanddrink,causes-food-insecurity,"Why Budget Cooking Tips Are Useless For Low-Income Families. The internet is rife with ""simple,"" budget-friendly cooking tips."
N53011,entertainment,entertainment-books,"Ronan Farrow Is Still Hunting for the Truth. Shondaland spoke to the journalist and author about his new book, ""Catch and Kill"""
N9884,foodanddrink,restaurantsandnews,"The Best Hole-in-the-Wall Diner in Every State. Did your favorite diner make the list? Thanks to our friends at Yelp, we were able to determine the best diner in every state!"
N1624,health,nutrition,"Did you know that these foods contain gluten?. While some gluten-containing foods, like bread and pasta, are evident and easy to avoid, others are surprisingly inconspicuous. Read on to discover 20 foods to watch out for if you're following a gluten-free diet."
N24228,news,newscrime,"Man found shot, killed inside car in Milan neighborhood. The New Orleans Police Department is investigating a homicide in the Milan neighborhood. Police said the shooting happened around 4:40 a.m. Tuesday in the 2900 block of South Saratoga Street. Officers arrived at the scene and found a man inside a black Nissan Rogue. The NOPD says he crashed into a parked Hyundai Sante Fe. The victim died at the scene. Hours earlier, around 5:45 p.m. Monday, the NOPD reported a deadly stabbing about half a mile..."
N30709,music,music-gallery,2019's Youngest Pop Stars. 
N928,travel,travelnews,"Port Tampa Bay will test new security scanners. No stopping to empty pockets.. TAMPA   Cruise passengers traveling out of Port Tampa Bay next spring could play a role in the testing of a new weapons detection system designed to improve safety in public places. Liberty Defense Holdings created HEXWAVE, which uses low-power, radar imaging and artificial intelligence to detect and identify weapons. The company has been developing the technology since 2018 and is ready to ..."
N23554,sports,football_nfl,Joe Flacco criticizes Broncos coaches as 'afraid to lose' after Colts' comeback. Joe Flacco made it clear he thought the Broncos weren't aggressive enough when playing with a lead late in Sunday's loss to the Colts.
N52139,video,news,"Donna Brazile dismisses David Axelrod's criticism of Joe Biden's presidential campaign. President Obama's former political adviser David Axelrod says Joe Biden is being kept in the 'candidate-protection program'; reaction from Fox News contributor Donna Brazile, former DNC interim chair."
N55397,movies,movies-celebrity,"Actors and actresses with famous mothers. A lot of people go into the family business. However, not everybody's family business is acting. Many actors have followed in the footsteps of their family members, including, in some instances, their mothers."
N22893,autos,autosclassics,Tom Uncovers A Montana Barn Find Treasure Trove. One man and his love of just about any car creates to an amazing collection.
N23256,news,newscrime,"Student shot teen near California school, slipped into class. A 17-year-old boy gunned down another student outside their school Tuesday, ditched his gun and slipped into a class without arousing suspicion, evading capture for almost two hours as he joined thousands of students locked down inside classrooms because of the shooting, police said."
N33356,movies,movievideo,Trailer - Don't Let Go. Official Trailer
N36230,news,newsopinion,"Opinions | If Republicans don't stand by Trump, they risk losing their base forever. Democrats are pursuing impeachment because they obviously fear that they cannot defeat Trump in 2020."
N16982,lifestyle,lifestylebuzz,"'Rollercoaster of emotions': Boeing worker pens open letter about the company. Thousands of Boeing workers around western Washington have been gripped by the testimony of company executives in the wake of two deadly 737 MAX crashes, this year. One of them is an analyst on the 777 line in Everett. He reached out to KING 5 News asking to express his thoughts but wished to remain anonymous for reasons of job security. KING 5 was able to verify his status of employment at the Boeing Company. His letter is one of sadness and..."
N27659,news,factcheck,"Schiff's 'Parody' and Trump's Response. President Donald Trump has suggested that Rep. Adam Schiff, the chairman of the House intelligence committee, should be arrested for ""treason"" and charged with ""lying to Congress"" for mischaracterizing Trump's July 25 phone call with Ukrainian President Volodymyr Zelensky."
N41821,news,newsscienceandtechnology,How Cannibal Ants Escaped from a Nuclear Bunker. We'd see that movie.
N36607,sports,football_nfl,"Watch: Texans robbed of incredible touchdown by bizarre sack call. Thanks to a relatively obscure sack rule, Deshaun Watson was robbed of a beautiful touchdown throw."
N26752,finance,markets,"Michael Hiltzik: Medicaid work requirements cost millions, achieve nothing   and may be illegal. This may have been overlooked in the torrent of recent news about the Trump administration's assault on government norms, but its initiative to impose work requirements on Medicaid enrollees has had a tough couple of weeks."
N6307,sports,football_ncaa,Status of Mizzou QB Kelly Bryant for No. 6 Georgia up in the air. Bryant has started all eight games for Mizzou since transferring in from Clemson this offseason.
N36765,news,newsus,"Former Dell exec's 127-acre Austin-area ranch hits market for nearly $7 million. Kevin Rollins, former president and CEO of Round Rock-based technology giant Dell, has put his 127-acre ranch property in southeastern Travis County on the market for nearly $7 million. Designed by award-winning architect David Webber and completed in 2005, the rustic, resort-style ranch is being offered for $6.995 million. The private estate includes more than 1 mile of frontage on Onion ..."
N32380,health,weightloss,"A Low-Carb Diet Helped This Guy Lose 100 Pounds in 10 Months. My quality of life has never been better. My kids have trouble keeping up with me, says 42-year-old Richard."
N304,autos,autosnews,Ford Mustang-Inspired Electric SUV Teased In Official Spy Shots. Ford promises that this EV can perform and handle harsh weather.
N12971,sports,golf,"With improved short game and support from McNealy, Kang wins again in Shanghai. In a tight and tense final round, Danielle Kang successfully defended her title, overtaking Jessica Korda in the opening leg of the LPGA's Asian swing."
N13376,sports,golf,"Tracker: Tiger Woods' opening round 64, shot-by-shot at Zozo Championship. "
N29366,sports,football_nfl,Jets' Jamal Adams Reasonably Explains Himself After Invoking Tom Brady. On Wednesday Jamal Adams mentioned himself in the same sentence with Tom Brady and Aaron Donald. Unsurprisingly people ripped the New York Jets safety for thinking he's as good as Tom Brady or as dominant
N27408,news,newsus,"Betsy DeVos blasts 'Tinseltown' for ignoring a movie she likes and calls her critics 'bullies'. DeVos's speech came at a celebration of the only federally funded voucher program in the country, the one in Washington."
N17269,video,viral,Woman Falls Through Sidewalk Hole In Midtown. CBS2's Ali Bauman has the latest on the woman who fell through a hole in the Manhattan sidewalk Friday afternoon.
N49851,sports,baseball_mlb,"Ryan Pressly expected to recover for World Series. One day after sustaining a troubling knee injury, Pressly appears likely to make a full recovery in time for the World Series."
N40255,entertainment,entertainment-books,Can You Handle the Scariest Books of All Time?. We would say read with the lights on but...
N33553,sports,football_nfl,"Narcan, gas cards, new laws: One dad's fight against an epidemic. ST. AUGUSTA, MINN.   The worst day of Dan Pearson's life -- Christmas 2006 -- started when his oldest son didn't answer his phone. Justin Pearson had come over the night before, but his dad could tell the 24-year-old had relapsed into his opioid addiction: The slurred words, the grogginess, the hazy eyes. Justin was embarrassed to be around family on Christmas Eve, so a friend took him back to ..."
N56308,health,voices,What It's Like to Give Birth after a Uterus Transplant. 'It was so surreal'
N55044,news,newsus,"JSO officer injured after motorcycle crash on Jacksonville's Westside. A Jacksonville police officer was injured during an officer-involved crash on the Westside Wednesday morning. The Jacksonville Sheriff's Office says the crash happened in the 16000 block of West Beaver Street around 8 a.m. According to police, the crash involved an officer on a motorcycle. The officer only sustained minor injuries and was taken to a nearby hospital for evaluation. Right now, it's unclear how the crash happened. All lanes on..."
N46062,news,newsfactcheck,"Was Trump really wrong about Hurricane Dorian's threat to Alabama?. What's the real story? Here are five things to know about Dorian, Trump, Alabama and the rest of the Southeastern U.S."
N38398,news,newscrime,"SC trooper fired for lying about chase that ended in deadly crash, Highway Patrol confirms. The South Carolina Highway Patrol confirmed Wednesday that a trooper was fired for lying about a chase that ended in a deadly crash. Former trooper Austyn Vaughn was terminated Sept. 25, Trooper Joe Hovis said. The crash happened back on July 8 on Interstate 85, when a car went off the street while trying to exit onto Augusta Road. The former trooper's file from the state's Criminal Justice Academy includes a termination letter, stating Vaughn..."
N44409,sports,golf,Winner's Bag: Justin Thomas' equipment at the CJ Cup @ Nine Bridges. Justin Thomas won the CJ Cup @ Nine Bridges with a solid iron game he used expertly in downing Danny Lee.
N3594,finance,finance-real-estate,3 Ways It's Still Possible to Buy a Home Without Financial Help From Family. .... And without being rich.
N53727,news,newsus,"Aquidneck Island residents to quadruple donations to MLK Center. A group of island residents are providing an opportunity to maximize donations to the Dr. Martin Luther King, Jr. Community Center. The Dr. Martin Luther King, Jr. Community Center, located at 20 Dr. Marcus Wheatland Blvd., Newport, announced Wednesday that four generous Aquidneck Islanders have issued a special matching challenge to friends of the MLK Community Center. Gail Jacobs and Roy ..."
N34753,sports,football_nfl,Rob Gronkowski Reveals Which Other Coach He Would've Liked To Play For. It's safe to say Rob Gronkowski was set up to succeed throughout his NFL tenure. Gronkowski had the luxury of catching passes from Tom Brady while playing under the guidance
N17326,lifestyle,lifestyleroyals,"Here's what Kate Middleton and Prince William's body language tells us about their relationship. Although William and Kate have celebrated big milestones together, recent rumors have suggested that their marriage could be on the rocks."
N30148,weather,weathertopstories,"4.5 Magnitude Earthquake Rocks Bay Area. (KCBS Radio) - A 4.5 earthquake shook the Bay Area at 10:35 p.m. Monday. The USGS says the epicenter was in Pleasant Hill and was 14.6 km below the surface, or about 9 miles. It was felt in all nine Bay Area counties and the USGS says Californians reported feeling the quake all the way east to Tahoe, northeast to Chico and south east to Fresno. Chris Bachman is the assistant fire chief and fire marshall with the Contra Costa County fire..."
N63121,finance,finance-real-estate,"5 bizarre houses in the Bay Area that have caused controversy and torn neighborhoods apart. Five of the most controversial homes near Silicon Valley, from the Fish House to the Flintstone House."
N20692,health,wellness,"Stress Eating Is Real. Here Are 7 Ways to Avoid It. Mindfulness, getting enough sleep, staying hydrated, and more ways to keep from letting your moods dictate your (bad) diet."
N27113,foodanddrink,foodnews,"McDonald's drive-thrus are speeding up after years of longer and longer waits. McDonald's drive-thru times dropped by twenty seconds over the last quarter, according to CEO Steve Easterbrook."
N1051,health,nutrition,"The Longevity Diet: What to Eat So You Live Longer and Healthier. The 5 eating habits that can extend your life, according to a nutritionist."
N4350,autos,autosnews,"Washington National Cathedral lights up for the Washington Nationals. Holy cow! (And ""Baby Shark."")"
N42128,movies,movies-celebrity,"Hugh Hefner's son Cooper weds 'Harry Potter' actress. Cooper Hefner married Scarlett Byrne in Ventura, Calif., on Monday."
N29884,lifestyle,lifestylecleaningandorganizing,"How to Wash Dry-Clean-Only Clothes at Home (Because, Yes, It's Possible). Nope, you don't have to take that silk dress to the cleaners."
N21215,autos,autosownership,"Here's How Often You Should Rotate Your Tires. Rotating your car's tires may not seem like a huge deal compared other common car maintenance tasks, but it's actually important for your overall safety."
N15443,news,newspolitics,President Trump Visits Chicago: What You Need To Know. President Donald Trump will be visiting Chicago on Monday for the first time since he took office.
N25222,sports,baseball_mlb,"N&N: Tom Hamilton nominated for Frick Award. Morning News and Notes for Saturday, November 2, 2019"
N40262,news,newsoffbeat,"A leaping leopard seal, monster waves and Trump posing with Hillary Clinton: The incredible winning images of the Siena International Photo Awards 2019. A leaping seal, monster waves and Trump posing with Hillary Clinton - gazing upon the winning images of the Siena International Photo Awards 2019 is something of a roller coaster experience."
N35797,foodanddrink,newstrends,JG Melon Shutters UWS Burger Outpost   and More Closings. A weekly updated roundup of shutters throughout New York City
N36322,video,news,"Harriet Tubman's road to freedom. Harriet Tubman, a tiny woman who could neither read nor write, pulled off superheroine-like exploits in the years before the Civil War. With the help of the Underground Railroad, she not only escaped from a Maryland plantation to freedom in the North, she went back, 13 times over 10 years, to guide more than 70 enslaved people to freedom. And during the war, she became the first American woman to lead troops into battle, near Beaufort, S.C. Martha Teichner visits historic sites that were part of Tubman's remarkable life story, and with actress Cynthia Erivo, who plays the iconic figure in a new biopic, ""Harriet."""
N2156,news,newsus,"California Fires Update: Thousands Evacuated; Governor Declares State of Emergency. A fire that forced the evacuation of 50,000 people spread through canyons north of Los Angeles on Friday, jumping a freeway and threatening thousands of homes. Like the Kincade Fire, a blaze raging through the forests and vineyards of Northern California, the Tick Fire in Santa Clarita was driven by strong autumn winds."
N42508,news,newsscienceandtechnology,"China tells online stores to stop selling e-cigarettes. E-cigarette sales bans are quickly becoming an international phenomenon. China's tobacco regulators have asked online shopping companies to ""temporarily"" close online stores that sell e-cigarettes -- effectively, it's banning e-cig sales on the internet. Officials argued in the notice that this was to protect the ""physical and mental health of minors,"" echoing concerns in the US. It's not certain if or when the ban will end. This isn't the first..."
N18388,sports,outdoors,Monofilament Versus Braid. 
N27942,sports,football_nfl,Watch: Darren Waller does James Harden stepback TD celebration in Houston. Waller paid homage to James Harden after scoring against the Houston Texans on Sunday.
N32088,news,newscrime,"Man found shot in the head in Marrero home, sheriff says. A man was shot in the head and killed late Friday night inside a Jefferson Parish home, sheriff's officials say. According to a spokesperson with the Jefferson Parish Sheriff's Office, deputies were called to the 1500 block of Mansfield Avenue in Marrero around 11:30 Friday night in response to an apparent shooting. When they arrived, they found an unidentified man suffering from a gunshot wound to his head inside a home on the street. The man..."
N39954,finance,finance-saving-investing,"Here's exactly how much of your income to save to retire early. Here's how to calculate your ideal savings rate if you want to retire early, according to Rob Berger, the author of ""Retire Before Mom and Dad."""
N29550,news,newsus,"Kevin Hart bounces back from crash injuries in dramatic new video. After staying mostly quiet since a brutal car crash nearly two months ago, Kevin Hart posted video Tuesday night showing the progress he's made in recovery from the injuries he sustained. ""Basically what you realize is that you're not in control. No matter how much you think you're in control, you're not in control,"" the ""Night School"" actor said as accident footage rolled in his Instagram TV ..."
N29913,travel,travelnews,Resort fees stack up at Las Vegas and US hotels. Could new bill help?. New legislation proposed in the House of Representatives would force companies to more accurately reflect the price of hotel rooms.
N26191,news,newsus,"Man killed in Sunday morning crash on I-95 in Broward. A Pompano Beach man was killed in a Sunday morning crash along Interstate 95, an official with the Florida Highway Patrol said. Ariond Noezile, 42, was driving his Isuzu Rodeo north along I-95 around 6:04 a.m. when his car was hit by a Saturn driven by Armide Lisa Armand, 20, of Miami Gardens, said Lt. Yanko Reyes, spokesman for the Florida Highway Patrol. After colliding, both cars swerved ..."
N38183,health,health-news,"Study: Limits on opioid prescriptions seem to send users to more dangerous drugs. Less than 2 percent of overdose victims had active opioid prescriptions, study finds."
N59497,sports,football_ncaa,"Clemson's dominance provides lift for struggling ACC. CLEMSON, S.C. (AP)   Clemson is once again sitting atop the Atlantic Coast Conference   and the third-ranked Tigers are putting the struggling league on their back and bringing the ACC along for the championship ride. The ACC hasn't had much to hang its hat on this football season with Clemson the only team in the Top 25. But the league does have the Tigers, who are the most dominant football program in the ACC by far. The Tigers have won the..."
N16478,news,newspolitics,"Trump was 'honestly surprised' by degree of criticism of his G-7 summit decision, Mulvaney says. President Trump reversed himself Saturday night, in the face of withering criticism about his decision to host next year's G-7 meeting at his own Florida resort."
N40532,autos,autosclassics,"Meticulously Restored 1953 Ford F100 Up For Grabs. With this truck, you're sure to win any car show!"
N30347,news,newsoffbeat,"Woman, 2 dogs killed in Placerville crash, CHP says. A 67-year-old woman and her two dogs were killed in a crash Saturday morning in Placerville, the California Highway Patrol said. The woman was driving a 2006 Jeep Cherokee westbound on Wentworth Springs Road at around 10 a.m. when her car went off the right shoulder of the road, officials said. Sign up for our Newsletters She then crashed into two signs and into an oak tree. The woman and her two dogs were killed in the crash, CHP said...."
N61942,weather,weathertopstories,"System likely to develop in the Gulf of Mexico, NHC says. A broad area of low pressure off the Mexican coast is showing signs of organization and is likely to develop soon as it moves into the Gulf of Mexico."
N39447,sports,baseball_mlb,"Greats Falls Little League cheer on the Washington Nationals. The World Series continues Tuesday night in Houston and all eyes will be on Minute Maid Park. Neighbors of one Washington Nationals player, plan to continue cheering on the team as they finish the fight. In anticipation of the World Series, young Nats fans with Great Falls Little League made signs to wish their neighbor, Ryan Zimmerman, good luck. They posted the sign in a local coffee shop that they know Zimmerman frequently visits in hopes it..."
N52521,news,newsus,Woman Dies After Crashing Into A Tree In Derry Township. Police are investigating a fatal accident in Westmoreland County.
N10571,foodanddrink,recipes,Desk Dip Is the Answer to Your 11:30 a.m. Stomach Growl. Dipping delicious things in another delicious thing is our favorite office lunch maneuver.
N12937,travel,traveltripideas,15 life-changing experiences in North America's national parks. Make the most of your trip to these spectacular landscapes.
N153,lifestyle,lifestylebuzz,"The average person takes 15 seconds to find the hidden bat in this brainteaser. How long does it take you?. Just in time for Halloween, this brainteaser challenges you to find a hidden bat. Can you do better than the average time?"
N43787,movies,movievideo,Trailer - Just Mercy. Trailer 1
N17433,lifestyle,lifestylepets,Why It's Important for Your Dog To Play. Help pets stay out of mischief with games designed to keep them occupied.
N42366,autos,autosnews,"Driver charged with reckless driving after crashing into school bus, sending 16 children to hospital. The driver behind the wheel of a pickup truck that traveled into the path of a school bus carrying 18 elementary students and crashed earlier this month in Rockingham County has been charged. The crash happened on North Carolina Highway 68 near Sylvania Road just after 3 p.m. on Oct. 1, according to the North Carolina State Highway Patrol. Troopers said the bus, which was a private vehicle not owned by Rockingham County Schools, was carrying..."
N52896,sports,football_nfl,DK Metcalf set to face the worst starting cornerback in the league on Sunday. 
N14650,video,news,"Jake Tapper: I thought this Trump letter was a joke ... it's real. CNN's Jake Tapper reads a letter President Donald Trump sent Turkish President Recep Tayyip Erdogan on October 9, 2019."
N7599,sports,football_nfl,Sean Payton praises the Saints defense after tough win over Jaguars. New Orleans Saints coach Sean Payton was confident Marshon Lattimore and his defense would win the matchup against the Jacksonville Jaguars.
N32517,sports,tennis,"In a career of landmarks, Federer set for 1,500th match. Roger Federer will check off another landmark on Monday when he starts his bid for a 10th Basel title by playing the 1,500th match of his career. ""If I look back at my whole career I've had a lot of matches that I could have won that I lost."
N5120,autos,autosenthusiasts,"How Ant Anstead of ""Wheeler Dealers"" and ""Master Mechanic"" Found His 1965 Ford Mustang. Host of Wheeler Dealers and Master Mechanic opens up about his personal car history"
N20522,finance,financenews,UAW President Gary Jones to take leave of absence as corruption investigation escalates. UAW President Gary Jones has taken a leave of absence in the midst of the federal corruption probe; Rory Gamble will take over.
N19501,foodanddrink,newstrends,LeBron James Hires Mariscos Jalisco Taco Truck for Firefighters and First Responders. It was 'Taco Tuesday' for firefighters battling the Getty Fire
N41962,music,musicnews,"Take a look at Billy Joel's hit-filled setlist Saturday night at Globe Life Park in Arlington. ARLINGTON -- Billy Joel played a nearly non-stop, two-hour set of hits that had more than 40,000 singing and swaying along Saturday night at Globe Life Park. Joel and his eight-piece band went on at 8:35 p.m. to the familiar sounds of the theme from ""The Natural"" film before ripping into his 1978 hit ""My Life."" He closed the 25-song set with ""You May Be Right,"" from his 1980 album ..."
N50101,sports,football_nfl,"azcentral sports Boys Athlete of the Week 2019-20. Joey Jensen of San Tan Combs is the #azcsportsawards Boys Athlete of the Week for Oct. 25, 2019."
N1587,lifestyle,lifestylerelationships,"Woman loses her mother's wedding ring while passing out Halloween candy in East Sacramento. EAST SACRAMENTO, Calif. (KTXL) -- Brynie Voiles said she had fun on Halloween passing out chips and candy to hundreds of kids in East Sacramento but when she woke up the next morning her ring finger felt a little lighter. ""I happened to look at my hands and there it was, gone,"" Voiles told FOX40. Voiles spent Halloween with friends at a house on 39th Street and Folsom Boulevard. She told FOX40 ..."
N40231,sports,football_nfl,"Trent Brown allegations test Raiders owner's stand against domestic abuse. A 6-foot-8, 360-pound NFL player is accused of slapping, punching and choking his live-in partner, the mother of his child. Multiple times. Police were reportedly called. Now a civil lawsuit has been filed. Mark Davis, what's your move? The allegations that broke Wednesday morning that Raiders offensive tackle Trent Brown was the aggressor in multiple incidents of domestic abuse are the latest disruption for a Raiders team that has seen its..."
N53040,finance,finance-top-stocks,"Energy sompanies say the oil glut   and shrinking profits   aren't over yet. The world is still producing too much oil, while slowing global growth is also providing headwinds"
N26348,news,newspolitics,Warren says she will soon release plan to fund 'Medicare for All'. The Democratic presidential candidate has come under fire from 2020 rivals for declining to get into specifics about how she'll pay for her plan.
N39987,health,health-news,Viagra Could Help Combat Blood Cancer Soon. Viagra might assist in making bone marrow transplants much easier.
